Image; Model; Series; Yen Price; Release Date; Notes
MG_Aile_Strike_RM_Boxart.jpg;GAT-X105 Aile Strike Gundam Ver.RM ;Mobile Suit Gundam SEED;¥4,200;2013 May;Redesign of MG-065 with improved articulation and proportions. Includes Kira Yamato and Mu La Flaga figurines, stand from MG-065, MG-090 (Re-color version) and MG-108, and battery pack to create GAT-X105+AQM/E-YM1 Perfect Strike Gundam. Uses the B, C, D, E, and F plate runners of MG-152. Water slide decal sheet is sold separately as GD-91 and bundled with MG ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition.
MG_v_Gundam_Ver._Ka_Titanium_Finish.jpg;"RX-93 v Gundam ""Ver.Ka"" Titanium Finish";Mobile Suit Gundam: Char's Counterattack;¥16,000;2013 November;Special metallic color variant of MG-163. Includes water slide decal sheet.
MG_Z'Gok_(Unicorn_Ver.).jpg;MSM-07 Z'Gok (Unicorn Ver.);Mobile Suit Gundam Unicorn;¥3,000;2013 November;P-Bandai exclusive color variant of MG-061.
Gunpla_MG_MS06K-Unicorn_box.jpg;MS-06K Zaku Cannon (Unicorn Ver.);Mobile Suit Gundam Unicorn;¥4,500;2013 November;P-Bandai exclusive color variant of MG-112.
MG_Char's_Zaku_II_2.0_Titanium_Finish.jpg;MS-06S Zaku II (Char Aznable Custom) Ver.2.0 Titanium Finish;Mobile Suit Gundam;¥7,000;2013 November;Gunpla Expo 2013 exclusive metallic color variant of MG-098.
MG_Full_Armor_Unicorn_Gundam_Mechanical_Clear_Ver.jpg;RX-0 Full Armor Unicorn Gundam (Mechanical Clear Ver.);Mobile Suit Gundam Unicorn;¥8,000;2013 November;Gunpla Expo 2013 exclusive clear armor variant of MG-150
Master_Grade_Wing_Proto_Zero_Boxart.jpg;XXXG-00W0 Wing Gundam Proto Zero EW;Mobile Suit Gundam Wing Endless Waltz: Glory of the Losers;¥4,800;2013 October;Includes BA-2 display base with adapter for Neo Bird mode and a Heero Yuy figurine. Water slide decal sheet is sold separately as GD-93. First official Katoki redesign of the Wing Gundam Zero TV Version. Fully transformable kit.
MG_Geara_Doga_(Rezin_Schnyder_Custom).jpg;AMS-119 Geara Doga (Rezin Schnyder's Use);Mobile Suit Gundam: Char's Counterattack;¥4,800;2013 October;P-Bandai exclusive color variant of MG-171.
MG_Strike_Rogue_Ootori.jpg;MBF-02+EW454F Strike Rouge + Ootori Ver.RM;Mobile Suit Gundam SEED Desiny Remastered;¥4,200;2013 September;Color variant of MG-169,  redesign of MG-074 with improved articulation and proportions. Includes Cagalli Yula Athha figurine, and Ootori first seen in the opening of Phase 14 of ''SEED Destiny'' Remastered. Compatible with the Aile Striker from MG-169, the I.W.S.P. from MG-090 and MG-104, and both Sword and Launcher Striker from MG-108.
Gunpla_MG_FullArmorGundamBlueColor_box.jpg;FA-78-1 Full Armor Gundam (Blue Color Ver.);Mobile Suit Gundam: Bonds of the Battlefield;¥5,000;2014 April;P-Bandai exclusive color variant of MG-134. Includes water slide decal sheet.
MG_Hi-v_ver.ka.jpg;"RX-93-2 Hi- Gundam ""Ver.Ka""";Mobile Suit Gundam: Char's Counterattack - Beltorchika's Children;¥7,000;2014 August;Uses the F, I, and R plate runners of MG-163, and Emotion Manipulator SP (MP1) plate runner,  redesign of MG-095 with improved articulation and proportions closer to the original lineart. Includes Amuro Ray figurine, an Amuro insignia display base from MG-095, prop stand for backpack, effect parts for the Fin Funnels, and water slide decal sheet. Neck accommodates Gunpla LED Unit (sold separately).
Gunpla_MG_MQuve_Gouf_box.jpg;MS-07B Gouf (M'Quve Custom);Mobile Suit Variations;¥4,500;2014 August;P-Bandai exclusive parts and color variant of MG-120. Includes special engraving seal and water slide decal sheet.
MG_Full_Armor_Unicorn_Gundam_-Red_Color_Ver.-.jpg;RX-0 Full Armor Unicorn Gundam [Red Color Ver.];Mobile Suit Gundam Unicorn;¥8,000;2014 August;P-Bandai exclusive re-release of MG-150 with red psychoframe. Includes water slide decal sheet.
MG_S_Gundam_Booster_Unit_Type.jpg;MSA-0011[Bst] S Gundam Booster Unit Type;Gundam Sentinel;¥9,800;2014 August;P-Bandai exclusive parts variant of MG-055.
MG_Garma_Zabi's_Zaku_II.jpg;MS-06FS Zaku II (Garma Zabi Custom);Mobile Suit Variations;¥3,800;2014 December;P-Bandai exclusive parts and color variant of MG-106. Includes water slide decal sheet.
MG_Shield_Booster_Armed_Armor_DE_for_FAUC_Manga_Special_Edition.jpg;"RX-0 Full Armor Unicorn Gundam ""Ver.Ka"" Shield Booster ""Armed Armor DE""";Mobile Suit Gundam Unicorn (Novel);N/A;2014 December;Kadokawa exclusive accessory kit for MG-150. Bundled with the Limited Edition of ''Mobile Suit Gundam Unicorn - Bande Dessinee'' Vol.12.
MG_Unicorn_Phenex.jpg;RX-0 Unicorn Gundam 03 Phenex;Mobile Suit Gundam UC: One of Seventy Two;¥12,000;2014 February;Parts and color variant of MG-155. Includes water slide decal sheet and a leftover Banagher Links figurine from MG-102. First regular release chrome plated MG kit since MG-037.
MG_Gundam_Exia_Repair_II.jpg;GN-001REII Gundam Exia Repair II;Mobile Suit Gundam 00;¥4,200;2014 February;P-Bandai exclusive parts variant of MG-123. Includes water slide decal sheet.
MG_Prototype_Gundam.jpg;RX-78-1 Prototype Gundam;Mobile Suit Variations;¥4,200;2014 February;P-Bandai exclusive parts and color variant of MG-111. Includes water slide decal sheet.
MG_Sengoku_Astray_Boxart.jpg; Sengoku Astray Gundam;Gundam Build Fighters;¥5,000;2014 February;Parts variant of MG-130. Includes Oni no Tate and multipurpose connector parts for other MG kits, and Nils Nielsen figurine.
MG_Destiny_Impulse_Gundam_R.jpg;ZGMF-X56S/ Destiny Impulse Gundam R;Mobile Suit Gundam SEED Destiny Astray R;¥5,200;2014 February;P-Bandai exclusive parts and color variant of MG-109. Includes DI Adaga head and water slide decal sheet. Fully transformable kit.
MG_Gundam_X_Boxart.jpg;GX-9900 Gundam X;After War Gundam X;¥3,800;2014 January;Includes Garrod Ran figurine, clear parts and plated stickers for the Microwave Reflectors. First MG kit from the After War era.
MG_Build_Strike_Box_Art.jpg;GAT-X105B/FP Build Strike Gundam Full Package;Gundam Build Fighters;¥4,200;2014 January;Parts variant of MG-169. Includes Build Booster and multipurpose connector parts for other MG kits, and Sei Iori figurine. Compatible with all MG Striker packs. First MG kit from the ''Gundam Build Fighters'' series.
MG_Gundam_Astray_Red_Frame.jpg;MBF-P02 Gundam Astray Red Frame;Mobile Suit Gundam SEED Astray;¥4,500;2014 January;P-Bandai exclusive re-release of MG-130 with the Tactical Arms IIL replaced by regular Red Frame backpack. Includes Beam Rifle, Shield and water slide decal sheet.
MG_Gundam_Astray_Noir.jpg;MBF-P0X Gundam Astray Noir;Mobile Suit Gundam SEED Destiny Astray B;¥5,000;2014 January;P-Bandai exclusive parts and color variant of MG-130 with Noir Striker from MG-096. Includes water slide decal sheet.
MG_Char's_Zaku_II_Ver._2.0_(Mechanical_Clear_Ver.).jpg;MS-06S Zaku II Ver.2.0 Mechanical Clear;Mobile Suit Gundam;¥3,800;2014 July;The Art of Gundam Exhibit exclusive clear armor variant of MG-098.
MG_Gelgoog_Cannon_MSV_Color.jpg;MS-14C-1A Gelgoog Cannon (MSV Color);Mobile Suit Variations;¥4,800;2014 July;P-Bandai exclusive parts and color variant of MG-099. Includes water slide decal sheet.
MG_Gundam_Ver._3.0_(Mechanical_Clear_Ver.).jpg;RX-78-2 Gundam Ver.3.0 Mechanical Clear;Mobile Suit Gundam;¥4,900;2014 July;The Art of Gundam Exhibit exclusive clear armor variant of MG-172.
Gunpla_MG_DozleZaku_box.jpg;MS-06F Zaku II (Dozle Zabi Custom);Mobile Suit Variations;¥4,500;2014 June;P-Bandai exclusive parts and color variant of MG-103. Includes special engraving seal and water slide decal sheet.
MG_Turn_X_Boxart.jpg;CONCEPT-X 6-1-2 Turn X; Gundam;¥6,000;2014 June;"Includes Gym Ghingham figurine, custom stand for ""Bloody Siege"" attack, and effect part for ""Shining Finger"". Uses entirely polystyrene except for the stand, which is ABS."
P-babdai_babshee_norn-01.jpg;RX-0[N] Unicorn Gundam 02 Banshee Norn ;Mobile Suit Gundam Unicorn;¥6,000;2014 June;P-Bandai exclusive parts variant of MG-155. Includes Riddhe Marcenas figurine as well as a leftover Banagher Links figurine from MG-102, and water slide decal sheet.
MG_Universal_Booster_Boxart.jpg;UB-01 Universe Booster;Gundam Build Fighters;¥2,800;2014 March;Accessory kit for MG-176. Includes BA-1 display base, extra parts to convert MG-176 into GAT-X105B/ST Star Build Strike Gundam, effect parts, and multipurpose connector parts for other MG kits.
MG_Build_Strike_Gundam_Full_Package_Plavsky_Particle_Clear_Ver.jpg;GAT-X105B/FP Build Strike Gundam Full Package Plavsky Particle Clear Ver.;Gundam Build Fighters;¥31,500;2014 March;Limited sparkle clear color variant of MG-176. Bundled with the ''Gundam Build Fighters'' Blu-ray Box 1 Limited Edition Box Set.
MG_Build_Gundam_MK2_Boxart.jpg;RX-178B Build Gundam Mk-II;Gundam Build Fighters;¥5,000;2014 March;Color variant of MG-082. Launchpad replaced by MG Build Booster Mk-II. Includes Reiji an the original kit's figurines, and multipurpose connector parts for other MG kits.
MGAstrayBlueFrameD-FormationBase.jpg;Gundam Astray Blue Frame D;Mobile Suit Gundam SEED Destiny Astray B;¥1,400;2014 November;P-Bandai exclusive accessory kit for MG-184. Includes Action Base 1 and display arms for each DRAGOON unit.
MG_Astray_Blue_Frame_D_Boxart.jpg;MBF-P03D Gundam Astray Blue Frame D;Mobile Suit Gundam SEED Destiny Astray B;¥5,000;2014 November;Parts and color variant of MG-125. Includes display base and Gai Murakumo and Elsa Weiss figurines. Formation Base for DRAGOON units is sold separately with P-Bandai exclusive accessory kit.
MG_Nu_Gundam_Ver_Ka_Mechanical_Clear.jpg;"RX-93  Gundam ""Ver.Ka"" Mechanical Clear";Mobile Suit Gundam: Char's Counterattack;¥7,000;2014 November;Gunpla Expo World Tour 2014 exclusive clear armor variant of MG-163. Includes water slide decal sheet.
MG_Hi-_Gundam_HWS_Ver.Ka.jpg;"FA-93-2HWS Hi- Gundam H.W.S. ""Ver.Ka""";Mobile Suit Gundam: Char's Counterattack - Beltorchika's Children;¥2,800;2014 September;P-Bandai exclusive accessory kit to convert MG-183 into FA-93-2HWS Hi- Gundam Heavy Weapons System Type. Includes water slide decal sheet.
MG_00_Gundam_Seven_SwordG_-Inspection-.jpg;GN-0000GNHW/7SGD2 00 Gundam Seven Sword/G Inspection;Mobile Suit Gundam 00V: Battlefield Record;¥5,500;2014 September;P-Bandai exclusive color variant of MG-148.
MG_GM_Cannon.jpg;RGC-80 GM Cannon;Mobile Suit Variations;¥4,000;2015 August;P-Bandai exclusive parts and color variant of MG-118. Includes water slide decal sheet.
MGStrikeFreedom-Okawara.jpg;Okawara Kunio Exhibition Ver.;Mobile Suit Gundam SEED Destiny;¥6,000;2015 August;"Mechanic Designer Okawara Kunio Exhibition @ Ueno Mori exclusive color variant of MG-093. Includes ""Wing of the Sky"" effect parts that spell the letters ""K"" and ""O""."
MG_Unicorn_Gundam_Ver._Ka_-Code_852-.jpg;"RX-0 Unicorn Gundam ""Ver.Ka"" [Code_852]";Mobile Suit Gundam Unicorn (Novel);HK$495;2015 August;Gundam Docks at Hong Kong II exclusive metallic gold color variant of MG-102.
Mg_Gundam_Amazing_Red_Warrior.jpg;PF-78-3A Gundam Amazing Red Warrior;Gundam Build Fighters Try;¥4,800;2015 August;Parts and color variant of MG-111. Includes Meijin Kawaguchi the 3rd figurine. First MG kit from the ''Gundam Build Fighters Try'' series.
GunplaLEDUnit-Yellow.jpg;Gunpla LED Unit Yellow (2 Unit Set);N/A;¥1,100;2015 December;P-Bandai exclusive accessory kit for MG-172 and MG-190, as well as most MG kits that feature light-up gimmicks. Requires two LR41 watch batteries each. Also compatible with HGBC-000.
MGAltronGundamEW.jpg;XXXG-01S2 Altron Gundam EW;New Mobile Report Gundam Wing: Endless Waltz;¥4,500;2015 December;P-Bandai exclusive parts and color variant of MG-143. Includes display stand for Dragon Fang, Chang Wufei (Mariemaia Army uniform) figurine and water slide decal sheet.
MG_Victory_2_Gundam_Ver.Ka.jpg;"LM314V21 Victory Two Gundam ""Ver.Ka""";Mobile Suit Victory Gundam;¥4,800;2015 December;"Includes two Gundam heads, two Core Fighters with clear attachments for Action Base 1, a Shahkti Kareen figurine, and water slide decal sheet. ""Wings of Light"" effect parts are sold separately with P-Bandai exclusive accessory kit. Fully transformable kit."
MG_Gundam_Amazing_Exia.jpg;PPGN-001 Gundam Amazing Exia;Gundam Build Fighters;¥5,000;2015 December;P-Bandai exclusive parts and color variant of MG-185.
MG_Hyaku_Shiki_Kai_Mass_Production_Type.jpg;MSR-00100S M.P.T.Hyakushiki-Kai;Z-MSV;¥5,500;2015 December;P-Bandai exclusive gloss injection color variant of MG-187 with new head, backpack and shoulder armors (I plate runners). Includes water slide decal sheet.
MG_Exia_Dark_Matter_Boxart.jpg;PPGN-001 Gundam Exia Dark Matter;Gundam Build Fighters;¥5,000;2015 February;Parts and color variant of MG-123. Includes Meijin Kawaguchi the 3rd figurine, Dark Matter Booster and multipurpose connector parts for other MG kits. Dark Matter Booster accommodates Gunpla LED Unit (sold separately).
MG_Zeta_Gundam_3B_Type.jpg;MSZ-006-3B Zeta Gundam III B Type Gray Zeta;Gundam Evolve;¥6,500;2015 February;P-Bandai exclusive color variant of MG-083 with new parts. Includes water slide decal sheet. Fully transformable kit.
MG_Tallgeese_III.jpg;OZ-00MS2B Tallgeese III;New Mobile Report Gundam Wing: Endless Waltz;¥4,500;2015 January;P-Bandai exclusive parts and color variant of MG-164. Includes Zechs Merquise (OVA version) figurine and water slide decal sheet.
Expansion_Funnel_Set_for_MG_Sazabi_Ver.Ka_&_RE100_Nightingale.jpg;Expansion Funnel Effect Set for Sazabi Ver.Ka & Nightingale;Mobile Suit Gundam: Char's Counterattack;¥1,700;2015 July;P-Bandai exclusive accessory kit for MG-175. Also compatible with RE-01.
MG_Expansion_Effect_Unit_Moonlight_Butterfly_for__Gundam.jpg;"Expansion Effect Unit ""Moonlight Butterfly"" for  Gundam "; Gundam;¥1,800;2015 July;P-Bandai exclusive accessory kit for MG-100. Includes Moonlight Butterfly effect parts and clear Action Base 1. 
MG_Mega_Bazooka_Launcher.jpg;FHA-03M1 Mega Bazooka Launcher;Mobile Suit Zeta Gundam;¥2,800;2015 July;P-Bandai exclusive accessory kit for MG-187. Includes water slide decal sheet.
MG_Unicorn_Gundam_(Green_Frame_Clear_Color_Ver.).jpg;RX-0 Unicorn Gundam Green Frame/Color Clear;Mobile Suit Gundam Unicorn;¥5,200;2015 July;The Art of Gundam Exhibit exclusive clear color variant of MG-131 with green psychoframe.
MG_Wing_Gundam_Proto_Zero_EW_Clear_Color_Ver.jpg;XXXG-00W0 Wing Gundam Proto Zero EW Color Clear;New Mobile Report Gundam Wing Endless Waltz: The Glory of Losers;¥5,200;2015 July;The Art of Gundam Exhibit exclusive clear color variant of MG-174.
MG__Gundam_Moonlight_Butterfly_Ver..jpg;WD-M01  Gundam (Moonlight Butterfly Ver.); Gundam;¥5,500;2015 July;P-Bandai exclusive color variant of MG-100. Contains Moonlight Butterfly effect parts and clear Action Base 1.
MG_Geara_Doga_(Full_Frontal_Use).jpg;AMS-119C Full Frontal's Geara Doga;Mobile Suit Gundam Unicorn MSV;¥5,500;2015 July;"P-Bandai exclusive color variant of MG-171 with new ""Sleeves"" parts. Includes water slide decal sheet."
MG_00_Raiser_Clear_Color_Ver.jpg;GN-0000+GNR-010 00 Raiser Color Clear;Mobile Suit Gundam 00;¥7,100;2015 July;The Art of Gundam Exhibit exclusive clear color variant of MG-145.
MG_Gundam_Astray_Red_Frame_(Metallic_Frame_Clear_Color_Ver.).jpg;MBF-P02 Gundam Astray Red Frame Plating Frame/Color Clear;Mobile Suit Gundam SEED VS Astray;¥7,500;2015 July;The Art of Gundam Exhibit exclusive clear color variant of MG-130 (Tactical Arms IIL replaced by regular Red Frame backpack) with red metallic plated inner frame. Includes Beam Rifle and Shield. 
MG_Zaku_II_(Gabby_Hazard_Colors).jpg;MS-06R-2 Zaku II (Gabby Hazard Custom);Mobile Suit Variations;¥4,500;2015 June;P-Bandai exclusive color variant of MG-103 with new shoulder armor. Includes water slide decal sheet.
MG_Gundam_Fenice_Rinascita.jpg;XXXG-01Wfr Gundam Fenice Rinascita;Gundam Build Fighters;¥4,800;2015 June;Uses the F, G, and H plate runners of MG-132. Includes Ricardo Fellini figurine and a redesigned BA-13 Action Base 1. Fully transformable kit.
Gunpla_MG_RickDomDozleZabi_box.jpg;MS-09R Rick Dom (Dozle Zabi Custom);MSV-R;¥5,500;2015 March;P-Bandai exclusive parts and color variant of MG-023. Includes special engraving seal and water slide decal sheet.
MG_Gundam_Double_X.jpg;GX-9901-DX Gundam Double X;After War Gundam X;¥4,500;2015 March;Uses the B and C plate runners of MG-177. Includes Garrod Ran and Tiffa Adill figurines, clear parts and plated stickers for the Microwave Reflectors.
MG_Unicorn_Gundam_02_Banshee_Final_Battle.jpg;RX-0[N] Unicorn Gundam 02 Banshee Norn (Final Battle Ver.);Mobile Suit Gundam Unicorn;¥6,000;2015 May;P-Bandai exclusive parts variant of MG-155. Re-release of MG RX-0[N] Unicorn Gundam 02 Banshee Norn with green psychoframe. Includes water slide decal sheet.
MG_Zeta_Gundam_III_P2_Type_Red_Zeta.jpg;MSZ-006-P2/3C Zeta Gundam III P2 Type Red Zeta;Gundam Evolve;¥6,500;2015 May;P-Bandai exclusive color variant of MG-083 with new parts. Includes water slide decal sheet. Fully transformable kit.
MG_Hyaku_Shiki_Ver._2.0.jpg;MSN-00100 Hyaku-Shiki Ver.2.0;Mobile Suit Zeta Gundam;¥6,800;2015 May;Redesign of MG-037 with improved articulation and proportions. Armor pieces feature metallic gold painted over clear white plastic. Includes two Quattro Bajeena figurines, and parts to attach to Ballute System. Shares weapon parts with RE-04. Mega Bazooka Launcher and water slide decal sheet is sold separately as P-Bandai exclusive accessory kit. Released to commemorate the 30th anniversary of ''Zeta Gundam''.
Hi-Nu_Gundam_H.W.S._Ver.Ka_Mechanical_Clear.jpg;"FA-93-2HWS Hi- Gundam H.W.S. ""Ver.Ka"" Mechanical Clear";Mobile Suit Gundam: Char's Counterattack - Beltorchika's Children;¥10,500;2015 November;Gunpla Expo World Tour 2015 exclusive clear armor variant of MG FA-93-2HWS Hi- Gundam HWS Ver.Ka.
MG-GundamOrigin.jpg;RX-78-02 Gundam The Origin;Mobile Suit Gundam: The Origin;¥4,600;2015 November;Uses the I plate runner of MG-111, and Emotion Manipulator SP (MP1) plate runner. Includes Amuro Ray figurine, and effect parts for the shoulder and forearm guns. Upper torso accommodates Gunpla LED Unit (sold separately). First MG kit from the ''Mobile Suit Gundam: The Origin'' series.
MG_Jesta_Cannon.jpg;RGM-96X Jesta Cannon;Mobile Suit Gundam Unicorn;¥5,000;2015 November;P-Bandai exclusive parts variant of MG-168. Includes water slide decal sheet.
Mg_Gundam_Fenice_Rinascita_Alba.jpg;XXXG-01Wfr/A Gundam Fenice Rinascita Alba;Gundam Build Fighters;¥4,800;2015 October;P-Bandai exclusive parts and color variant of MG-188 in Wing Gundam livery.
MG_Heavy_Gundam.jpg;FA-78-2 Heavy Gundam;Mobile Suit Variations;¥4,500;2015 September;P-Bandai exclusive parts and color variant of MG-067. Includes water slide decal sheet.
MGFreedomGundam2.0.jpg;ZGMF-X10A Freedom Gundam Ver.2.0;Mobile Suit Gundam SEED;¥4,500;2016 April;Redesign of MG-072 with improved articulation and proportions. Includes BA-2 display base and Kira Yamato figurine. Effect parts and water slide decal sheet are sold separately as P-Bandai exclusive accessory kit,  water slide decal sheet is also bundled with MG ZGMF-X13A Providence Gundam G.U.N.D.A.M. Edition. Uses entirely polystyrene.
MG_Star_Build_Strike_Gundam_RG_System_Ver..jpg;GAT-X105B/ST Star Build Strike Gundam (RG System Ver.);Gundam Build Fighters;¥6,000;2016 April;P-Bandai exclusive sparkle clear/pearl color variant of MG-176 (without Build Booster) and MG-181 (without Plavsky Wing effect parts). Includes two sparkle clear blue display bases.
MG_Gundam_The_Origin_Mechanical_Clear_Ver.jpg;RX-78-02 Gundam The Origin Mechanical Clear Ver.;Mobile Suit Gundam: The Origin;¥4,900;2016 August;The Gundam Product Art Exhibition exclusive clear armor variant of MG-190.
MG_Sazabi_Ver._Ka_Mechanical_Clear_Ver.jpg;"MSN-04 Sazabi ""Ver.Ka"" Mechanical Clear";Mobile Suit Gundam: Char's Counterattack;¥9,000;2016 August;Gunpla Expo World Tour Japan 2016 Summer exclusive clear armor variant of MG-175. Includes water slide decal sheet.
MGUnicornGundamRed-Green-Titanium.jpg;RX-0 Unicorn Gundam Red/Green Twin Frame Edition Titanium Finish;Mobile Suit Gundam Unicorn;¥12,000;2016 December;Special metallic color variant of MG-131 with both red and green psychoframe.
HWS_Expansion_Set_for__Gundam_Ver_Ka.jpg;"HWS Expansion Set for  Gundam ""Ver.Ka""";CCA-MSV;¥2,400;2016 December;P-Bandai exclusive accessory kit to convert MG-163 into FA-93HWS  Gundam Heavy Weapons System Type. Includes water slide decal sheet.
Mg-psychozaku.png;"MS-06R Zaku II High Mobility Type ""Psycho Zaku"" [Gundam Thunderbolt] ""Ver.Ka""";Mobile Suit Gundam Thunderbolt;¥9,000;2016 December;Parts and color variant of MG-103. Features polyethylene joint seals. Includes Base 5 display base, stand for propellant tank, Daryl Lorenz figurine, and water slide decal sheet (metallic silver in initial releases of the kit). First MG kit to have bilingual Japanese/English text on its box packaging and instruction manual.
MG__Gundam_HWS_Ver_Ka.jpg;"FA-93HWS  Gundam HWS ""Ver.Ka""";CCA-MSV;¥9,400;2016 December;"P-Bandai exclusive color variant of MG-163 with parts from P-Bandai exclusive HWS Expansion Set for RX-93  Gundam ""Ver.Ka"" and sky blue psychoframe. Includes water slide decal sheet."
Expansion_Effect_Unit_Wings_of_Light_for_Victory_Two_Gundam_Ver.Ka.jpg;"Expansion Effect Unit ""Wings of Light"" for Victory Two Gundam ""Ver.Ka""";Mobile Suit Victory Gundam;¥2,000;2016 January;P-Bandai exclusive accessory kit for MG-191. Includes pink and blue effect parts and a pearl white BA-13 Action Base 1.
MG_Hyaku_Shiki_Kai.jpg;MSR-00100S Hyakushiki-Kai;Z-MSV;¥10,000;2016 July;P-Bandai exclusive gold chrome plated variant of MG-187 with new head, backpack and armors (I, J, K and L plate runners). Includes water slide decal sheet.
MG_Powered_GM.jpg;RGM-79 Powered GM;Mobile Suit Gundam 0083: Stardust Memory;¥3,000;2016 July;P-Bandai exclusive parts and color variant of MG-050. Uses the B, D, and E plate runners of MG-082 and the F and G plate runners of MG-057. Includes Beam Spray Gun, Dick Allen figurine, and water slide decal sheet.
MG_Full_Armor_Gundam_Ver.Ka.jpg;"FA-78 Full Armor Gundam [Gundam Thunderbolt] ""Ver.Ka""";Mobile Suit Gundam Thunderbolt;¥7,000;2016 July;Features polyethylene joint seals and a functional emergency pod. Includes display base, Io Fleming figurine, and water slide decal sheet. Beam Rifle and Hyper Bazooka are sold separately with P-Bandai exclusive accessory kit. Released to coincide with the Blu-ray release of ''Mobile Suit Gundam Thunderbolt: December Sky''.
MG_Zeta_Plus_A1_-Unicorn_Ver.-.jpg;MSZ-006A1 Zeta plus (Unicorn Ver.);Mobile Suit Gundam Unicorn RE:0096;¥3,200;2016 June;P-Bandai exclusive color variant of MG-043. Includes new Beam Rifle, and head parts from MSZ-006A2 Zeta Plus A2. Fully transformable kit.
MG_Geara_Doga_-Unicorn_Ver.-.jpg;AMS-119 Geara Doga (Unicorn Ver.);Mobile Suit Gundam Unicorn RE:0096;¥5,000;2016 June;"P-Bandai exclusive color variant of MG-171 with new ""Sleeves"" parts. Includes water slide decal sheet."
MG_Freedom_Gundam_Ver._2.0_Full_Burst_Mode_Special_Coating_Ver..jpg;Freedom Gundam Ver.2.0 Full Burst Mode Special Coating Ver.;Mobile Suit Gundam SEED;¥10,000;2016 May;P-Bandai exclusive metallic color variant of MG-192 with Expansion Effect Unit. Includes water slide decal sheet.
Expansion_Effect_Unit_for_ZGMF-X10A_Freedom_Gundam_Ver._2.0.jpg;Expansion Effect Set for Freedom Gundam Ver.2.0;Mobile Suit Gundam SEED;¥2,000;2016 May;P-Bandai exclusive accessory kit for MG-192. Includes effect parts for each rifle/cannon and water slide decal sheet.
MG_Zaku_II_High_Mobility_Type_Eric_Mansfield_Custom.jpg;MS-06R-1A Zaku II (Eric Manthfield Custom);Mobile Suit Variations;¥4,500;2016 May;P-Bandai exclusive color variant of MG-103 with new head armor. Includes water slide decal sheet.
Weapon_Armor_Hanger_for_Full_Armor_Gundam_Thunderbolt.jpg;"Weapon & Armor Hanger for Full Armor Gundam [Gundam Thunderbolt] ""Ver.Ka""";Mobile Suit Gundam Thunderbolt;¥2,600;2016 November;"P-Bandai exclusive accessory kit for MG-193. Includes Beam Rifle, Hyper Bazooka, a black BA-13 Action Base 1 and water slide decal sheet. Initial release features the error ""Hunger"" on the packaging, while the second batch features the modified bilingual packaging and the correct word ""Hanger""."
MG_Robert_Gilliam_Zaku_II.jpg;MS-06R-2 Robert Gilliam's Zaku II;Mobile Suit Variations;¥4,500;2016 November;P-Bandai exclusive color variant of MG MS-06R-2 Zaku II (Gabby Hazard Custom). Includes water slide decal sheet.
MG_V2_Gundam_Ver.Ka_Clear_Gold_Plated_Ver.jpg;"LM314V21 Victory Two Gundam ""Ver.Ka"" Clear/Gold Plated Ver.";Mobile Suit Victory Gundam;¥5,000;2016 November;Gunpla Expo World Tour Japan 2016 Winter exclusive clear armor variant of MG-191 with the V-fin and chest and wing parts plated in gold chrome. Includes water slide decal sheet.
MG_Perfect_Strike_Gundam_Special_Coating_Ver.jpg;Perfect Strike Gundam Special Coating Ver.;Mobile Suit Gundam SEED;¥10,000;2016 October;P-Bandai exclusive metallic color variant of MG-169 with Striker Packs originally offered in MG-108. Includes water slide decal sheet.
MG_Gundam_Heavyarms_Custom_EW.jpg;XXXG-01H2 Gundam Heavyarms Custom EW;New Mobile Report Gundam Wing: Endless Waltz;¥4,800;2016 October;P-Bandai exclusive parts and color variant of MG-151. Uses duplicates of the F plate runner. Includes clown mask, Trowa Barton (Mariemaia Army uniform) figurine and water slide decal sheet.
MG_Impulse_Gundam_Blanche.jpg;Impulse Gundam Blanche;Mobile Suit Gundam SEED ASTRAY Princess of the Sky;¥5,200;2016 September;P-Bandai exclusive color variant of MG ZGMF-X56S/ Destiny Impulse Gundam R. Includes water slide decal sheet.
Lighting_Unit_White.jpg;Lighting Unit [White] Double Light;N/A;¥2,000;2017 April;Accessory kit for MG-203 and MG F91 Gundam F91 Ver.2.0 Back Cannon Type & Twin V.S.B.R. Set Up Type. Requires three LR44 watch batteries. Also available at P-Bandai.
MG_GM_Cannon_-North_America_Front-.jpg;RGC-80 GM Cannon (North America Front);Mobile Suit Variations;¥4,000;2017 April;P-Bandai exclusive color variant of MG RGC-80 GM Cannon. Includes water slide decal sheet.
MG_Aile_Strike_Gundam_Ver._RM_Clear_Color.jpg;The Gundam Base Limited Aile Strike Gundam Ver.RM [Clear Color];Mobile Suit Gundam SEED;¥4,400;2017 August;The Gundam Base Tokyo exclusive clear color variant of MG-169.
MG_Casval's_Gundam_Ver.3.0.jpg;RX-78/C.A Casval's Gundam Ver.3.0;Mobile Suit Gundam Gihren's Greed;¥4,500;2017 August;P-Bandai exclusive color variant of MG-172 with new CA plate runner for Shield and waist armor. Includes water slide decal sheet.
MG_Freedom_Gundam_Ver._2.0_Clear_Color.jpg;The Gundam Base Limited Freedom Gundam Ver.2.0 [Clear Color];Mobile Suit Gundam SEED;¥4,500;2017 August;The Gundam Base Tokyo exclusive clear color variant of MG-192.
